GeneName	SampleID
LOC_Os03g14450	2
LOC_Os07g01020	2
LOC_Os01g09510	2
LOC_Os01g68770	2
LOC_Os07g46750	2
LOC_Os12g07220	2
LOC_Os03g53230	2
LOC_Os01g48770	2
LOC_Os05g01600	2
LOC_Os02g27470	2
LOC_Os05g23600	2
LOC_Os02g12800	2
LOC_Os03g08440	2
LOC_Os07g32350	2
LOC_Os03g13970	2
LOC_Os04g51630	2
LOC_Os04g56520	2
LOC_Os03g63430	2
LOC_Os03g08360	2
LOC_Os05g04510	2
LOC_Os03g22730	2
LOC_Os01g16240	2
LOC_Os12g07260	2
LOC_Os07g04240	2
LOC_Os02g03080	2
LOC_Os12g13390	2
LOC_Os01g60190	2
LOC_Os02g54470	2
LOC_Os04g02900	2
LOC_Os04g54840	2
LOC_Os04g58110	2
LOC_Os03g50480	2
LOC_Os07g49520	2
LOC_Os01g14690	2
LOC_Os02g44870	2
LOC_Os05g04630	2
LOC_Os05g49150	2
LOC_Os01g56140	2
LOC_Os01g04650	2
LOC_Os02g01332	2
LOC_Os06g14510	2
LOC_Os01g56490	2
LOC_Os05g22940	2
LOC_Os06g21600	2
LOC_Os03g48260	2
LOC_Os05g02650	2
LOC_Os01g54030	2
LOC_Os04g50204	2
LOC_Os09g07900	2
LOC_Os03g18690	2
LOC_Os02g35690	2
LOC_Os01g12660	2
LOC_Os09g02810	2
LOC_Os08g20660	2
LOC_Os01g45190	2
LOC_Os08g04240	2
LOC_Os01g46610	2
LOC_Os11g36060	2
LOC_Os03g32630	2
LOC_Os02g56740	2
LOC_Os04g39629	2
LOC_Os03g59020	2
LOC_Os01g42820	2
LOC_Os03g40270	2
LOC_Os05g51850	2
LOC_Os03g15420	2
LOC_Os05g06770	2
LOC_Os04g39040	2
LOC_Os02g42040	2
LOC_Os09g12270	2
LOC_Os03g50885	2
LOC_Os08g01930	2
LOC_Os09g02284	2
LOC_Os01g55040	2
LOC_Os09g03610	2
LOC_Os08g43360	2
LOC_Os02g33320	2
LOC_Os11g47120	2
LOC_Os01g66940	2
LOC_Os03g15650	2
LOC_Os03g22570	2
LOC_Os05g51500	2
LOC_Os06g45980	2
LOC_Os02g39550	2
LOC_Os05g03830	2
LOC_Os01g03520	2
LOC_Os10g37230	2
LOC_Os01g57450	2
LOC_Os07g25420	2
LOC_Os11g40100	2
LOC_Os06g16280	2
LOC_Os02g50620	2
LOC_Os05g48960	2
LOC_Os08g45140	2
LOC_Os03g05260	2
LOC_Os03g60620	2
LOC_Os01g47660	2
LOC_Os02g57590	2
LOC_Os03g10340	2
LOC_Os12g22030	2
LOC_Os07g35580	2
LOC_Os02g58090	2
LOC_Os08g03290	2
LOC_Os04g38870	2
LOC_Os01g59990	2
LOC_Os06g22070	2
LOC_Os01g18050	2
LOC_Os03g59050	2
LOC_Os06g33520	2
LOC_Os02g47150	2
LOC_Os10g41400	2
LOC_Os05g51140	2
LOC_Os01g16430	2
LOC_Os05g33380	2
LOC_Os01g16146	2
LOC_Os11g29380	2
LOC_Os03g48930	2
LOC_Os12g15420	2
LOC_Os05g14940	2
LOC_Os10g25320	2
LOC_Os12g07010	2
LOC_Os01g05490	2
LOC_Os04g02870	2
LOC_Os01g53680	2
LOC_Os06g50890	2
LOC_Os12g25700	2
LOC_Os06g07630	2
LOC_Os01g22010	2
LOC_Os05g33940	2
LOC_Os02g02870	2
LOC_Os07g49270	2
LOC_Os02g40880	2
LOC_Os09g11250	2
LOC_Os03g46770	2
LOC_Os11g47760	2
LOC_Os02g32030	2
LOC_Os03g52310	2
LOC_Os09g32650	2
LOC_Os08g37320	2
LOC_Os08g37280	2
LOC_Os02g03740	2
LOC_Os01g62650	2
LOC_Os06g17840	2
LOC_Os08g28670	2
LOC_Os05g03820	2
LOC_Os01g73880	2
LOC_Os01g10820	2
LOC_Os04g38630	2
LOC_Os01g55050	2
LOC_Os12g31800	2
LOC_Os12g01520	2
LOC_Os01g27990	2
LOC_Os01g48420	2
LOC_Os05g28190	2
LOC_Os02g10510	2
LOC_Os02g10070	2
LOC_Os01g61830	2
LOC_Os04g57810	2
LOC_Os05g39770	2
LOC_Os07g36200	2
LOC_Os03g51080	2
LOC_Os01g55830	2
LOC_Os05g47980	2
LOC_Os06g02180	2
LOC_Os05g45660	2
LOC_Os06g20370	2
LOC_Os12g36880	2
LOC_Os11g09329	2
LOC_Os03g38000	2
LOC_Os02g48180	2
LOC_Os01g38970	2
LOC_Os01g05470	2
LOC_Os09g29810	2
LOC_Os01g51380	2
LOC_Os11g01880	2
LOC_Os04g33460	2
LOC_Os08g37490	2
LOC_Os05g48450	2
LOC_Os10g35220	2
LOC_Os10g30580	2
LOC_Os01g67134	2
LOC_Os01g49250	2
LOC_Os12g34510	2
LOC_Os04g52960	2
LOC_Os03g52490	2
LOC_Os09g33950	2
LOC_Os01g68324	2
LOC_Os12g10560	2
LOC_Os03g01970	2
LOC_Os04g56630	2
LOC_Os02g49070	2
LOC_Os08g15030	2
LOC_Os01g01150	2
LOC_Os05g43060	2
LOC_Os03g63940	2
LOC_Os05g43380	2
LOC_Os06g13820	2
LOC_Os03g17710	2
LOC_Os10g28350	2
LOC_Os08g43060	2
LOC_Os02g22780	2
LOC_Os03g22880	2
LOC_Os07g40580	2
LOC_Os03g42220	2
LOC_Os01g22990	2
LOC_Os01g59600	2
LOC_Os02g10970	2
LOC_Os01g41880	2
LOC_Os01g27210	2
LOC_Os08g01054	2
LOC_Os07g47290	2
LOC_Os05g08840	2
LOC_Os12g13320	2
LOC_Os03g54890	2
LOC_Os04g17050	2
LOC_Os05g38950	2
LOC_Os06g04560	2
LOC_Os02g01170	2
LOC_Os12g19040	2
LOC_Os12g18120	2
LOC_Os04g35920	2
LOC_Os02g18660	2
LOC_Os01g62260	2
LOC_Os01g02880	2
LOC_Os10g25780	2
LOC_Os01g26940	2
LOC_Os01g22520	2
LOC_Os05g46845	2
LOC_Os12g37720	2
LOC_Os03g16440	2
LOC_Os06g12600	2
LOC_Os03g55150	2
LOC_Os06g51270	2
LOC_Os03g18570	2
LOC_Os04g39700	2
LOC_Os01g21180	2
LOC_Os02g08360	2
LOC_Os01g52390	2
LOC_Os03g45280	2
LOC_Os06g43840	2
LOC_Os11g47770	2
LOC_Os06g08480	2
LOC_Os11g09280	2
LOC_Os06g04940	2
LOC_Os06g39600	2
LOC_Os05g06310	2
LOC_Os03g11570	2
LOC_Os12g42550	2
LOC_Os07g38970	2
LOC_Os03g15050	2
LOC_Os02g58410	2
LOC_Os08g40230	2
LOC_Os01g68790	2
LOC_Os01g22490	2
LOC_Os04g55960	2
LOC_Os03g08010	2
LOC_Os12g37650	2
LOC_Os03g12450	2
LOC_Os12g32986	2
LOC_Os09g36830	2
LOC_Os05g51830	2
LOC_Os06g29180	2
LOC_Os02g55060	2
LOC_Os08g23360	2
LOC_Os03g07840	2
LOC_Os10g32550	2
LOC_Os03g19590	2
LOC_Os01g43030	2
LOC_Os02g48840	2
LOC_Os04g48490	2
LOC_Os06g47320	2
LOC_Os06g12630	2
LOC_Os01g73300	2
LOC_Os07g08330	2
LOC_Os05g32570	2
LOC_Os02g43020	2
LOC_Os04g13470	2
LOC_Os05g23860	2
LOC_Os07g40930	2
LOC_Os03g29240	2
LOC_Os02g47850	2
LOC_Os06g34040	2
LOC_Os12g42150	2
LOC_Os06g46680	2
LOC_Os02g54770	2
LOC_Os11g24570	2
LOC_Os07g01870	2
LOC_Os01g53700	2
LOC_Os01g05420	2
LOC_Os09g39380	2
LOC_Os06g02370	2
LOC_Os05g28280	2
LOC_Os03g44484	2
LOC_Os02g47140	2
LOC_Os04g55150	2
LOC_Os01g43540	2
LOC_Os02g05340	2
LOC_Os05g46230	2
LOC_Os05g23610	2
LOC_Os02g50790	2
LOC_Os08g02410	2
LOC_Os09g32090	2
LOC_Os01g36890	2
LOC_Os07g31450	2
LOC_Os04g56440	2
LOC_Os07g10350	2
LOC_Os05g41100	2
LOC_Os02g04050	2
LOC_Os01g12650	2
LOC_Os04g58720	2
LOC_Os01g67126	2
LOC_Os04g35570	2
LOC_Os03g24220	2
LOC_Os01g40110	2
LOC_Os10g32710	2
LOC_Os07g42300	2
LOC_Os02g52150	2
LOC_Os06g11380	2
LOC_Os03g31400	2
LOC_Os03g58050	2
LOC_Os01g46070	2
LOC_Os07g45090	2
LOC_Os05g44320	2
LOC_Os03g19250	2
LOC_Os07g39620	2
LOC_Os11g10480	2
LOC_Os03g46640	2
LOC_Os07g43316	2
LOC_Os02g38220	2
LOC_Os04g40080	2
LOC_Os02g10790	2
LOC_Os04g40950	2
LOC_Os05g50480	2
LOC_Os03g28330	2
LOC_Os03g12590	2
LOC_Os03g21950	2
LOC_Os06g49480	2
LOC_Os05g38150	2
LOC_Os04g02820	2
LOC_Os03g64210	2
LOC_Os01g14950	2
LOC_Os10g33230	2
LOC_Os07g28850	2
LOC_Os04g56160	2
LOC_Os09g29070	2
LOC_Os10g17280	2
LOC_Os06g15420	2
LOC_Os03g22900	2
LOC_Os02g36710	2
LOC_Os03g05730	2
LOC_Os09g32540	2
LOC_Os03g21140	2
LOC_Os01g16870	2
LOC_Os08g32100	2
LOC_Os04g51120	2
LOC_Os01g72049	2
LOC_Os01g38480	2
LOC_Os07g32400	2
LOC_Os10g43040	2
LOC_Os11g01510	2
LOC_Os12g29660	2
LOC_Os08g04180	2
LOC_Os06g37440	2
LOC_Os11g10510	2
LOC_Os03g21160	2
LOC_Os02g30800	2
LOC_Os03g37970	2
LOC_Os06g06770	2
LOC_Os05g51490	2
LOC_Os06g39140	2
LOC_Os11g01300	2
LOC_Os07g44970	2
LOC_Os04g34450	2
LOC_Os06g51250	2
LOC_Os01g63890	2
LOC_Os07g36420	2
LOC_Os01g70170	2
LOC_Os07g02210	2
LOC_Os12g35570	2
LOC_Os03g50120	2
LOC_Os02g32490	2
LOC_Os09g02700	2
LOC_Os03g20910	2
LOC_Os08g22864	2
LOC_Os06g19660	2
LOC_Os06g12530	2
LOC_Os06g14406	2
LOC_Os02g12650	2
LOC_Os02g07044	2
LOC_Os03g19870	2
LOC_Os02g03100	2
LOC_Os06g50490	2
LOC_Os07g08340	2
LOC_Os01g08410	2
LOC_Os01g10350	2
LOC_Os10g41960	2
LOC_Os02g37870	2
LOC_Os02g39920	2
LOC_Os05g09490	2
LOC_Os05g05950	2
LOC_Os10g42439	2
LOC_Os03g46330	2
LOC_Os09g36090	2
LOC_Os04g40430	2
LOC_Os07g29360	2
LOC_Os01g69990	2
LOC_Os07g09060	2
LOC_Os07g09340	2
LOC_Os11g42420	2
LOC_Os02g01110	2
LOC_Os01g42380	2
LOC_Os11g40510	2
LOC_Os11g41890	2
LOC_Os12g37870	2
LOC_Os09g19560	2
LOC_Os12g41250	2
LOC_Os03g51600	2
LOC_Os02g34460	2
LOC_Os06g08740	2
LOC_Os02g45110	2
LOC_Os10g22380	2
LOC_Os02g07260	2
LOC_Os12g35620	2
LOC_Os01g59930	2
LOC_Os03g51220	2
LOC_Os12g43600	2
LOC_Os04g24520	2
LOC_Os02g02890	2
LOC_Os05g48220	2
LOC_Os05g45950	2
LOC_Os10g41030	2
LOC_Os05g02250	2
LOC_Os05g24594	2
LOC_Os08g30060	2
LOC_Os01g08560	2
LOC_Os01g60040	2
LOC_Os02g03890	2
LOC_Os01g57630	2
LOC_Os03g47930	2
LOC_Os05g49180	2
LOC_Os08g44480	2
LOC_Os05g27940	2
LOC_Os06g49800	2
LOC_Os03g15033	2
LOC_Os02g06584	2
LOC_Os04g32650	2
LOC_Os09g33980	2
LOC_Os01g42650	2
LOC_Os10g06130	2
LOC_Os04g46894	2
LOC_Os05g02060	2
LOC_Os07g48490	2
LOC_Os02g14780	2
LOC_Os06g05660	2
LOC_Os03g63410	2
LOC_Os02g12850	2
LOC_Os10g20600	2
LOC_Os02g55890	2
LOC_Os01g73950	2
LOC_Os08g12680	2
LOC_Os11g43900	2
LOC_Os12g21798	2
LOC_Os02g28810	2
LOC_Os06g02144	2
LOC_Os03g40010	2
LOC_Os01g40570	2
LOC_Os08g23810	2
LOC_Os07g01320	2
LOC_Os07g36940	2
LOC_Os10g02380	2
LOC_Os03g41419	2
LOC_Os11g19250	2
LOC_Os02g05310	2
LOC_Os01g60790	2
LOC_Os02g48010	2
LOC_Os03g53670	2
LOC_Os01g27040	2
LOC_Os06g20390	2
LOC_Os09g08670	2
LOC_Os07g41694	2
LOC_Os03g17020	2
LOC_Os04g59460	2
LOC_Os01g61380	2
LOC_Os02g33080	2
LOC_Os09g20590	2
LOC_Os09g35710	2
LOC_Os01g72710	2
LOC_Os11g29400	2
LOC_Os04g40400	2
LOC_Os02g05880	2
LOC_Os08g24760	2
LOC_Os03g27460	2
LOC_Os08g09350	2
LOC_Os02g34570	2
LOC_Os07g08960	2
LOC_Os12g21890	2
LOC_Os01g56910	2
LOC_Os09g10710	2
LOC_Os01g46810	2
LOC_Os01g70020	2
LOC_Os03g17540	2
LOC_Os05g01230	2
LOC_Os11g04670	2
LOC_Os05g48320	2
LOC_Os07g42600	2
LOC_Os07g44440	2
LOC_Os01g55350	2
LOC_Os02g08190	2
LOC_Os06g45120	2
LOC_Os02g56130	2
LOC_Os01g32130	2
LOC_Os06g10620	2
LOC_Os05g19970	2
LOC_Os11g14220	2
LOC_Os05g46560	2
LOC_Os05g38810	2
LOC_Os05g39310	2
LOC_Os06g34710	2
LOC_Os03g36780	2
LOC_Os06g31210	2
LOC_Os04g42140	2
LOC_Os07g43240	2
LOC_Os01g72240	2
LOC_Os02g04270	2
LOC_Os03g56460	2
LOC_Os01g01960	2
LOC_Os05g41180	2
LOC_Os05g51180	2
LOC_Os01g15020	2
LOC_Os07g41180	2
LOC_Os03g51250	2
LOC_Os04g32950	2
LOC_Os01g04330	2
LOC_Os10g08550	2
LOC_Os06g14412	2
LOC_Os06g13810	2
LOC_Os02g50799	2
LOC_Os05g23720	2
LOC_Os01g46750	2
LOC_Os02g58220	2
LOC_Os03g19280	2
LOC_Os03g21080	2
LOC_Os10g10244	2
LOC_Os07g12650	2
LOC_Os09g30418	2
LOC_Os03g50290	2
LOC_Os02g01560	2
LOC_Os01g68810	2
LOC_Os03g26460	2
LOC_Os12g42140	2
LOC_Os10g35690	2
LOC_Os06g39870	2
LOC_Os04g58280	2
LOC_Os01g16890	2
LOC_Os03g03870	2
LOC_Os02g57260	2
LOC_Os02g32350	2
LOC_Os07g05050	2
LOC_Os11g34190	2
LOC_Os02g07910	2
LOC_Os12g41715	2
LOC_Os04g59624	2
LOC_Os08g36480	2
LOC_Os02g34560	2
LOC_Os02g48560	2
LOC_Os05g45460	2
LOC_Os01g50450	2
LOC_Os03g29260	2
LOC_Os03g60460	2
LOC_Os03g04410	2
LOC_Os08g03520	2
LOC_Os03g26630	2
LOC_Os02g40830	2
LOC_Os06g01680	2
LOC_Os12g42876	2
LOC_Os03g31750	2
LOC_Os08g02340	2
LOC_Os01g73470	2
LOC_Os05g25850	2
LOC_Os10g38489	2
LOC_Os02g13130	2
LOC_Os01g03760	2
LOC_Os07g44190	2
LOC_Os03g15900	2
LOC_Os02g18550	2
LOC_Os01g56800	2
LOC_Os04g40874	2
LOC_Os06g51220	2
LOC_Os03g64080	2
LOC_Os02g39700	2
LOC_Os12g42884	2
LOC_Os09g39490	2
LOC_Os04g42320	2
LOC_Os03g25720	2
LOC_Os11g07040	2
LOC_Os09g36460	2
LOC_Os03g18180	2
LOC_Os08g38086	2
LOC_Os07g44650	2
LOC_Os01g49890	2
LOC_Os08g18110	2
LOC_Os03g21940	2
LOC_Os10g02630	2
LOC_Os05g02670	2
LOC_Os03g06220	2
LOC_Os12g05000	2
LOC_Os07g10150	2
LOC_Os03g61560	2
LOC_Os08g43560	2
LOC_Os07g42950	2
LOC_Os01g07520	2
LOC_Os07g37750	2
LOC_Os03g20860	2
LOC_Os05g46290	2
LOC_Os03g56790	2
LOC_Os06g37160	2
LOC_Os01g68750	2
LOC_Os02g02290	2
LOC_Os12g35030	2
LOC_Os07g29450	2
LOC_Os05g08970	2
LOC_Os05g01050	2
LOC_Os02g37862	2
LOC_Os10g26140	2
LOC_Os02g36974	2
LOC_Os03g46600	2
LOC_Os01g53000	2
LOC_Os08g06040	2
LOC_Os10g35010	2
LOC_Os07g40290	2
LOC_Os06g16430	2
LOC_Os07g41820	2
LOC_Os03g55570	2
LOC_Os08g06140	2
LOC_Os02g49370	2
LOC_Os01g66110	2
LOC_Os02g11820	2
LOC_Os04g58620	2
LOC_Os08g37444	2
LOC_Os03g51790	2
LOC_Os01g36860	2
LOC_Os04g52460	2
LOC_Os03g04710	2
LOC_Os03g44420	2
LOC_Os01g16030	2
LOC_Os03g43020	2
LOC_Os05g03120	2
LOC_Os06g37640	2
LOC_Os09g37000	2
LOC_Os03g27260	2
LOC_Os03g51459	2
LOC_Os05g05470	2
LOC_Os12g14070	2
LOC_Os08g23710	2
LOC_Os01g48280	2
LOC_Os02g11750	2
LOC_Os03g10120	2
LOC_Os01g67054	2
LOC_Os07g39870	2
LOC_Os08g27840	2
LOC_Os04g01290	2
LOC_Os03g25450	2
LOC_Os11g21990	2
LOC_Os05g41510	2
LOC_Os08g41390	2
LOC_Os03g59310	2
LOC_Os03g22340	2
LOC_Os07g33240	2
LOC_Os03g46490	2
LOC_Os01g34780	2
LOC_Os02g02410	2
LOC_Os07g04530	2
LOC_Os05g34170	2
LOC_Os02g07120	2
LOC_Os03g61930	2
LOC_Os01g52500	2
LOC_Os05g40420	2
LOC_Os03g44500	2
LOC_Os06g46450	2
LOC_Os03g51140	2
LOC_Os04g06770	2
LOC_Os07g39560	2
LOC_Os02g54340	2
LOC_Os07g03230	2
LOC_Os05g44922	2
