GeneName	SampleID
LOC_Os05g46340	2
LOC_Os05g46620	2
LOC_Os05g46780	2
LOC_Os05g48020	2
LOC_Os05g48260	2
LOC_Os05g48820	2
LOC_Os05g48880	2
LOC_Os05g50280	2
LOC_Os05g50840	2
LOC_Os05g51630	2
LOC_Os05g51754	2
LOC_Os06g01320	2
LOC_Os06g02028	2
LOC_Os06g02130	2
LOC_Os06g03676	2
LOC_Os06g03860	2
LOC_Os06g04330	2
LOC_Os06g04950	2
LOC_Os06g05190	2
LOC_Os06g05250	2
LOC_Os06g05530	2
LOC_Os06g05740	2
LOC_Os06g06014	2
LOC_Os06g06090	2
LOC_Os06g07200	2
LOC_Os06g07820	2
LOC_Os06g08140	2
LOC_Os06g08550	2
LOC_Os06g08790	2
LOC_Os06g08840	2
LOC_Os06g09930	2
LOC_Os06g10710	2
LOC_Os06g10880	2
LOC_Os06g12030	2
LOC_Os06g12260	2
LOC_Os06g12400	2
LOC_Os06g12610	2
LOC_Os06g14470	2
LOC_Os06g16390	2
LOC_Os06g16980	2
LOC_Os06g17290	2
LOC_Os06g19650	2
LOC_Os06g21580	2
LOC_Os06g22550	2
LOC_Os06g22810	2
LOC_Os06g22820	2
LOC_Os06g23530	2
LOC_Os06g24540	2
LOC_Os06g26340	2
LOC_Os06g29400	2
LOC_Os06g29430	2
LOC_Os06g30020	2
LOC_Os06g30320	2
LOC_Os06g30710	2
LOC_Os06g34440	2
LOC_Os06g36360	2
LOC_Os06g38470	2
LOC_Os06g39912	2
LOC_Os06g40460	2
LOC_Os06g40630	2
LOC_Os06g40650	2
LOC_Os06g40704	2
LOC_Os06g40740	2
LOC_Os06g41730	2
LOC_Os06g42490	2
LOC_Os06g42790	2
LOC_Os06g43560	2
LOC_Os06g43610	2
LOC_Os06g43790	2
LOC_Os06g44080	2
LOC_Os06g44200	2
LOC_Os06g44970	2
LOC_Os06g45990	2
LOC_Os06g46400	2
LOC_Os06g46880	2
LOC_Os06g46890	2
LOC_Os06g48530	2
LOC_Os06g49090	2
LOC_Os06g49500	2
LOC_Os06g50350	2
LOC_Os07g01880	2
LOC_Os07g01920	2
LOC_Os07g05190	2
LOC_Os07g05610	2
LOC_Os07g06190	2
LOC_Os07g06740	2
LOC_Os07g07040	2
LOC_Os07g07270	2
LOC_Os07g07690	2
LOC_Os07g10600	2
LOC_Os07g10890	2
LOC_Os07g12910	2
LOC_Os07g22024	2
LOC_Os07g22534	2
LOC_Os07g25460	2
LOC_Os07g25680	2
LOC_Os07g26440	2
LOC_Os07g30300	2
LOC_Os07g32530	2
LOC_Os07g33340	2
LOC_Os07g33630	2
LOC_Os07g34740	2
LOC_Os07g37140	2
LOC_Os07g37270	2
LOC_Os07g37610	2
LOC_Os07g37810	2
LOC_Os07g38090	2
LOC_Os07g38120	2
LOC_Os07g39280	2
LOC_Os07g39470	2
LOC_Os07g39480	2
LOC_Os07g41190	2
LOC_Os07g41800	2
LOC_Os07g42400	2
LOC_Os07g43030	2
LOC_Os07g45400	2
LOC_Os07g46170	2
LOC_Os07g46180	2
LOC_Os07g46590	2
LOC_Os07g47030	2
LOC_Os07g47180	2
LOC_Os07g47350	2
LOC_Os07g48640	2
LOC_Os07g48840	2
LOC_Os07g49460	2
LOC_Os08g01100	2
LOC_Os08g01900	2
LOC_Os08g02060	2
LOC_Os08g03360	2
LOC_Os08g03390	2
LOC_Os08g05540	2
LOC_Os08g05660	2
LOC_Os08g05840	2
LOC_Os08g05960	2
LOC_Os08g06344	2
LOC_Os08g07830	2
LOC_Os08g08080	2
LOC_Os08g08240	2
LOC_Os08g08570	2
LOC_Os08g08820	2
LOC_Os08g08830	2
LOC_Os08g09910	2
LOC_Os08g10580	2
LOC_Os08g13350	2
LOC_Os08g14460	2
LOC_Os08g16130	2
LOC_Os08g16559	2
LOC_Os08g17610	2
LOC_Os08g20020	2
LOC_Os08g21760	2
LOC_Os08g23200	2
LOC_Os08g23930	2
LOC_Os08g25080	2
LOC_Os08g25570	2
LOC_Os08g27870	2
LOC_Os08g29124	2
LOC_Os08g31470	2
LOC_Os08g33320	2
LOC_Os08g34060	2
LOC_Os08g34800	2
LOC_Os08g34950	2
LOC_Os08g35060	2
LOC_Os08g35110	2
LOC_Os08g36490	2
LOC_Os08g36790	2
LOC_Os08g37920	2
LOC_Os08g38320	2
LOC_Os08g39350	2
LOC_Os08g39390	2
LOC_Os08g39630	2
LOC_Os08g40150	2
LOC_Os08g40510	2
LOC_Os08g41010	2
LOC_Os08g41340	2
LOC_Os08g41710	2
LOC_Os08g42110	2
LOC_Os08g42600	2
LOC_Os08g43400	2
LOC_Os08g44270	2
LOC_Os08g44430	2
LOC_Os08g44540	2
LOC_Os08g44870	2
LOC_Os08g45110	2
LOC_Os09g01640	2
LOC_Os09g03600	2
LOC_Os09g06560	2
LOC_Os09g08390	2
LOC_Os09g10930	2
LOC_Os09g12240	2
LOC_Os09g12730	2
LOC_Os09g14960	2
LOC_Os09g16330	2
LOC_Os09g19830	2
LOC_Os09g20460	2
LOC_Os09g24250	2
LOC_Os09g24440	2
LOC_Os09g24900	2
LOC_Os09g26800	2
LOC_Os09g28220	2
LOC_Os09g29750	2
LOC_Os09g30350	2
LOC_Os09g31050	2
LOC_Os09g32430	2
LOC_Os09g32740	2
LOC_Os09g33450	2
LOC_Os09g33510	2
LOC_Os09g33600	2
LOC_Os09g33940	2
LOC_Os09g33970	2
LOC_Os09g34070	2
LOC_Os09g35760	2
LOC_Os09g35920	2
LOC_Os09g36030	2
LOC_Os09g36320	2
LOC_Os09g36480	2
LOC_Os09g37040	2
LOC_Os09g37270	2
LOC_Os09g37520	2
LOC_Os09g37720	2
LOC_Os09g37860	2
LOC_Os09g38550	2
LOC_Os09g38570	2
LOC_Os09g38620	2
LOC_Os09g38740	2
LOC_Os09g39462	2
LOC_Os09g39870	2
LOC_Os10g02350	2
LOC_Os10g02509	2
LOC_Os10g04580	2
LOC_Os10g14230	2
LOC_Os10g20240	2
LOC_Os10g20630	2
LOC_Os10g22950	2
LOC_Os10g24690	2
LOC_Os10g25090	2
LOC_Os10g25110	2
LOC_Os10g28610	2
LOC_Os10g29560	2
LOC_Os10g31520	2
LOC_Os10g31770	2
LOC_Os10g32850	2
LOC_Os10g34350	2
LOC_Os10g34380	2
LOC_Os10g34580	2
LOC_Os10g34820	2
LOC_Os10g35150	2
LOC_Os10g35280	2
LOC_Os10g35580	2
LOC_Os10g36350	2
LOC_Os10g37480	2
LOC_Os10g37640	2
LOC_Os10g38030	2
LOC_Os10g38850	2
LOC_Os10g39200	2
LOC_Os10g41120	2
LOC_Os10g41790	2
LOC_Os10g42196	2
LOC_Os10g42420	2
LOC_Os10g42724	2
LOC_Os11g01200	2
LOC_Os11g02330	2
LOC_Os11g04190	2
LOC_Os11g04740	2
LOC_Os11g04890	2
LOC_Os11g06650	2
LOC_Os11g07440	2
LOC_Os11g07850	2
LOC_Os11g10060	2
LOC_Os11g10710	2
LOC_Os11g16480	2
LOC_Os11g19130	2
LOC_Os11g19810	2
LOC_Os11g26130	2
LOC_Os11g28270	2
LOC_Os11g31950	2
LOC_Os11g32900	2
LOC_Os11g33120	2
LOC_Os11g34200	2
LOC_Os11g35050	2
LOC_Os11g36340	2
LOC_Os11g36480	2
LOC_Os11g37090	2
LOC_Os11g38620	2
LOC_Os11g38670	2
LOC_Os11g39030	2
LOC_Os11g40080	2
LOC_Os11g40090	2
LOC_Os11g42930	2
LOC_Os11g43590	2
LOC_Os11g43620	2
LOC_Os11g43970	2
LOC_Os11g44940	2
LOC_Os11g47830	2
LOC_Os11g48090	2
LOC_Os12g02690	2
LOC_Os12g03540	2
LOC_Os12g04520	2
LOC_Os12g05420	2
LOC_Os12g05920	2
LOC_Os12g06380	2
LOC_Os12g06560	2
LOC_Os12g06640	2
LOC_Os12g06670	2
LOC_Os12g06810	2
LOC_Os12g06850	2
LOC_Os12g06980	2
LOC_Os12g07190	2
LOC_Os12g07530	2
LOC_Os12g09590	2
LOC_Os12g10650	2
LOC_Os12g12370	2
LOC_Os12g13170	2
LOC_Os12g13340	2
LOC_Os12g14110	2
LOC_Os12g17310	2
LOC_Os12g18760	2
LOC_Os12g18860	2
LOC_Os12g18900	2
LOC_Os12g21710	2
LOC_Os12g22090	2
LOC_Os12g22620	2
LOC_Os12g27090	2
LOC_Os12g30020	2
LOC_Os12g31350	2
LOC_Os12g31840	2
LOC_Os12g32380	2
LOC_Os12g33090	2
LOC_Os12g34330	2
LOC_Os12g34370	2
LOC_Os12g34500	2
LOC_Os12g35290	2
LOC_Os12g36170	2
LOC_Os12g36180	2
LOC_Os12g37560	2
LOC_Os12g37780	2
LOC_Os12g37840	2
LOC_Os12g37890	2
LOC_Os12g38430	2
LOC_Os12g38970	2
LOC_Os12g39370	2
LOC_Os12g40010	2
LOC_Os12g40790	2
LOC_Os12g41200	2
LOC_Os12g41920	2
LOC_Os12g42310	2
LOC_Os12g44140	2
LOC_Os12g44330	2
LOC_Os06g07140	2
LOC_Os01g13160	2
LOC_Os02g07870	2
LOC_Os03g57430	2
LOC_Os06g11610	2
LOC_Os09g36450	2
LOC_Os10g32880	2
LOC_Os06g20090	2
LOC_Os09g07300	2
LOC_Os05g11770	2
LOC_Os02g54700	2
LOC_Os07g47710	2
LOC_Os03g51000	2
LOC_Os02g19860	2
LOC_Os05g47470	2
LOC_Os11g01380	2
LOC_Os03g46340	2
LOC_Os04g52540	2
LOC_Os01g71230	2
LOC_Os10g07270	2
LOC_Os04g31620	2
LOC_Os01g69030	2
LOC_Os06g23440	2
LOC_Os05g42230	2
LOC_Os03g25140	2
LOC_Os09g17850	2
LOC_Os12g09089	2
LOC_Os06g46000	2
LOC_Os07g03070	2
LOC_Os02g46962	2
LOC_Os01g46380	2
LOC_Os02g29400	2
LOC_Os03g29190	2
LOC_Os12g42370	2
LOC_Os07g08190	2
LOC_Os03g06200	2
LOC_Os04g49954	2
LOC_Os10g35870	2
LOC_Os05g37330	2
LOC_Os08g44420	2
LOC_Os01g49529	2
LOC_Os01g54560	2
LOC_Os11g02400	2
LOC_Os06g08280	2
LOC_Os03g21040	2
LOC_Os04g36890	2
LOC_Os01g13080	2
LOC_Os07g14270	2
LOC_Os11g26850	2
LOC_Os01g01510	2
LOC_Os01g25610	2
LOC_Os10g33680	2
LOC_Os09g08910	2
LOC_Os09g30412	2
LOC_Os02g01510	2
LOC_Os06g40600	2
LOC_Os12g24080	2
LOC_Os05g10730	2
LOC_Os01g36930	2
LOC_Os01g37770	2
LOC_Os01g05010	2
LOC_Os10g40780	2
LOC_Os05g49890	2
LOC_Os01g16110	2
LOC_Os04g28090	2
LOC_Os09g36270	2
LOC_Os02g46520	2
LOC_Os03g53270	2
LOC_Os03g02150	2
LOC_Os02g57180	2
LOC_Os02g55440	2
LOC_Os12g37060	2
LOC_Os03g12360	2
LOC_Os10g10990	2
LOC_Os03g51470	2
LOC_Os04g42600	2
LOC_Os02g56960	2
LOC_Os06g42810	2
LOC_Os02g55940	2
LOC_Os07g48960	2
LOC_Os09g14670	2
LOC_Os02g58340	2
LOC_Os01g08970	2
LOC_Os01g42260	2
LOC_Os02g06370	2
LOC_Os03g50490	2
LOC_Os06g48350	2
LOC_Os08g44450	2
LOC_Os04g42010	2
LOC_Os03g44310	2
LOC_Os05g06280	2
LOC_Os08g43090	2
LOC_Os02g45070	2
LOC_Os05g33100	2
LOC_Os07g38730	2
LOC_Os06g02380	2
LOC_Os02g34830	2
LOC_Os04g27950	2
LOC_Os04g54440	2
LOC_Os01g46980	2
LOC_Os01g43410	2
LOC_Os04g08310	2
LOC_Os01g27730	2
LOC_Os08g09250	2
LOC_Os02g38920	2
LOC_Os01g72890	2
LOC_Os02g42550	2
LOC_Os12g07300	2
LOC_Os08g02690	2
LOC_Os09g38030	2
LOC_Os08g40830	2
LOC_Os02g17390	2
LOC_Os03g38970	2
LOC_Os03g22120	2
LOC_Os08g33370	2
LOC_Os03g51030	2
LOC_Os05g31000	2
LOC_Os07g49400	2
LOC_Os03g05390	2
LOC_Os04g59494	2
LOC_Os03g04960	2
LOC_Os04g39980	2
LOC_Os12g06890	2
LOC_Os02g54510	2
LOC_Os04g18010	2
LOC_Os09g39780	2
LOC_Os09g37006	2
LOC_Os09g31486	2
LOC_Os10g33800	2
LOC_Os12g37860	2
LOC_Os04g51960	2
LOC_Os01g41190	2
LOC_Os01g16960	2
LOC_Os01g48320	2
LOC_Os02g58510	2
LOC_Os12g38150	2
LOC_Os02g01280	2
LOC_Os02g52390	2
LOC_Os03g19530	2
LOC_Os01g37832	2
LOC_Os04g55410	2
LOC_Os03g43890	2
LOC_Os12g05110	2
LOC_Os02g05330	2
LOC_Os05g07700	2
LOC_Os11g40140	2
LOC_Os12g06910	2
LOC_Os08g13690	2
LOC_Os05g48855	2
LOC_Os04g53670	2
LOC_Os11g34450	2
LOC_Os02g53420	2
LOC_Os01g54920	2
LOC_Os12g38000	2
LOC_Os08g02130	2
LOC_Os10g25130	2
LOC_Os01g15010	2
LOC_Os10g28200	2
LOC_Os07g10460	2
LOC_Os02g48360	2
LOC_Os02g56480	2
LOC_Os03g38980	2
LOC_Os05g48290	2
LOC_Os09g33480	2
LOC_Os07g49380	2
LOC_Os03g22180	2
LOC_Os03g56800	2
LOC_Os01g01689	2
LOC_Os07g12250	2
LOC_Os11g14430	2
LOC_Os03g64190	2
LOC_Os04g56740	2
LOC_Os11g29370	2
LOC_Os04g51090	2
LOC_Os03g14260	2
LOC_Os04g31190	2
LOC_Os01g40340	2
LOC_Os05g06980	2
LOC_Os02g06500	2
LOC_Os03g11720	2
LOC_Os01g67860	2
LOC_Os03g21810	2
LOC_Os03g17310	2
LOC_Os08g25090	2
LOC_Os04g28180	2
LOC_Os05g07680	2
LOC_Os09g17730	2
LOC_Os03g31134	2
LOC_Os01g62310	2
LOC_Os03g18810	2
LOC_Os05g30240	2
LOC_Os07g36600	2
LOC_Os05g05220	2
LOC_Os11g30410	2
LOC_Os08g44860	2
LOC_Os03g05812	2
LOC_Os08g23730	2
LOC_Os01g49190	2
LOC_Os02g14770	2
LOC_Os12g05410	2
LOC_Os10g13800	2
LOC_Os05g39320	2
LOC_Os03g21530	2
LOC_Os01g58680	2
LOC_Os08g05830	2
LOC_Os03g08140	2
LOC_Os05g42300	2
LOC_Os10g41440	2
LOC_Os03g06950	2
LOC_Os03g12510	2
LOC_Os01g50310	2
LOC_Os01g17320	2
LOC_Os07g39780	2
LOC_Os03g18220	2
LOC_Os04g55720	2
LOC_Os01g51300	2
LOC_Os02g10810	2
LOC_Os08g03640	2
LOC_Os06g01700	2
LOC_Os06g50840	2
LOC_Os02g13990	2
LOC_Os02g44810	2
LOC_Os03g08810	2
LOC_Os05g07220	2
LOC_Os04g40720	2
LOC_Os04g20220	2
LOC_Os08g04250	2
LOC_Os02g44770	2
LOC_Os02g52880	2
